city,countryId,lastUpdate
Yuzhou,23,"2006-02-15 04:45:25"
Zalantun,23,"2006-02-15 04:45:25"
Zanzibar,93,"2006-02-15 04:45:25"
Zaoyang,23,"2006-02-15 04:45:25"
Zapopan,60,"2006-02-15 04:45:25"
Zaria,69,"2006-02-15 04:45:25"
Zeleznogorsk,80,"2006-02-15 04:45:25"
Zhezqazghan,51,"2006-02-15 04:45:25"
Zhoushan,23,"2006-02-15 04:45:25"
Ziguinchor,83,"2006-02-15 04:45:25"
