"Apprettificio Barbainese SRL                                          "
"Tenzler Fasergarn GMBH                                                "
"Interrore Fertichem resources SA                                      "
"THOMMEN INTERTRANS                                                    "
"THOMMEN INTERTRANS AG                                                 "
"Interore Fertichem Resources SA                                       "
"Cassa di Risparmio Parma e Piacenza                                   "
"ETS BEN CHAIB SA                                                      "
"SANWELL CO. LTD.                                                      "
"POSCO STEEL SERVICE AND SALES CO. LTD.                                "
"Repsol Petroleo S.A.                                                  "
"WORLD FOOD PROGRAMME                                                  "
"Bank for Foreign Trade of Vietnam                                     "
"Ets Abdellahi Ould Nouaigued Frères                                   "
"Blessed Textiles Ltd.                                                 "
"NOAM URIM ENTERPRISES LTD                                             "
"UMMA BANK                                                             "
"Inter-Globe Trade                                                     "
"Dimco Kyriakou SA                                                     "
"Dimco Kyriakou SA                                                     "
"Aceites Ibericos Acisa SA                                             "
"Glencore Grain Rotterdam BV                                           "
"Lemay Bank and Trust                                                  "
"ATICARTA                                                              "
"Bheda Brothers                                                        "
"BP International Ltd                                                  "
"Union Bank of India                                                   "
"Tarun Traders                                                         "
"Banco de Credito Nacional S.A.                                        "
"Banco de Credito Nacional S.A.                                        "
"Frisa - Frigorifico Rio Doce S/A                                      "
"Swift Armour S.A.                                                     "
"Industria Piemontese Filati                                           "
"Manifattura Sesia SRL                                                 "
"Manifattura Tessuti Spugna Besana SPA                                 "
"G4 - Confezioni G 4                                                   "
"In Cotone Di Lampedecchia                                             "
"J. Aron and Company                                                   "
"DSM Fibre Intermediates B.V.                                          "
"Eurostik SPA                                                          "
"Tre Effe                                                              "
"CAPACITY iNC.                                                         "
"Banco Bilbao Vizcaya                                                  "
"Meridional Meat                                                       "
"The British Bank of the Middle East                                   "
"The British Bank of the Middle East                                   "
"Minna Family Co. Ltd                                                  "
"Erman Di Romolo                                                       "
"Bank Austria Creditanstalt (Russia) llc                               "
"Banco Real S.A.                                                       "
"Fiat Automoveis S.A.                                                  "
"Nouvobanq Simbc Seychelles                                            "
"Nouvobanq Simbc Seychelles                                            "
"Lampedecchia                                                          "
"Prime Bank Ltd                                                        "
"Prime Bank Ltd                                                        "
"MashreqBank psc                                                       "
"Meghna Flour and Dal Mills Ltd                                        "
"Middle East Food Trading Est.                                         "
"Bashcreditbank                                                        "
"Italtessile SAS                                                       "
"Liadd                                                                 "
"Confezioni 2G Di Losito Grazia                                        "
"Cereol Softseeds SA                                                   "
"Joint-Stock Savings Bank, Belarusbank                                 "
"Banque Bruxelles Lambert                                              "
"BANCO DI SARDEGNA                                                     "
"BANCA NAZIONALE DEL LAVORO                                            "
"Bulog                                                                 "
"Europäisch-Iranische Handelsbank AG                                   "
"Trivest Holding Ltd                                                   "
"FINANSBANK (SUISSE) SA                                                "
"NV DE ZUIKER COMPAGNIE                                                "
"Merita Bank                                                           "
"Pivotex                                                               "
"OLMAS S.R.L.                                                          "
"OLMAS S.R.L.                                                          "
"State Bank of India                                                   "
"Sughanya Exports                                                      "
"bank of communications                                                "
"DHANLAKSHMI BANK LTD.                                                 "
"CITIC INDUSTRIAL BANK                                                 "
"Tisseray                                                              "
"Walford Holdings Limited                                              "
"BRITISH BANK OF THE MIDDLE EAST                                       "
"BARBADOS AGRICULTURAL DEVELOPMENT                                     "
"etibank                                                               "
"Bank Sepah Iran                                                       "
"ALLIED BANK OF PAKISTAN LTD                                           "
"Export Development Bank of Iran                                       "
"Zhongshan Silk                                                        "
"Zhongsan Silk                                                         "
"Zhongshan Silk                                                        "
"COMMERCIAL BANK OF GREECE                                             "
"EXXON TRADING INTERAMERICA                                            "
"BP Oil International Limited                                          "
"BANCO COMERCIAL PORTUGUES                                             "
"HAMID REZA MIRESMAEILI                                                "
"MACEDONIA THRACE                                                      "
"BANK SEPAH IRAN DR.SHARIATI BR.                                       "
"PARVIZ ALIZADEH MIRKOHI                                               "
"Arab Investment Bank                                                  "
"Crown MISR Factory                                                    "
"BANK FOR FOREIGN TRADE OF VIETNAM                                     "
"STATE BANK OF MYSORE                                                  "
"Banco Comercial Angolano                                              "
"EAST POINT TRADING LIMITED                                            "
"Vinacofexim                                                           "
"Vinacofexim                                                           "
"DIMCO KYRIAKOU SA                                                     "
"Dimco Kyriakou SA                                                     "
"Liadd                                                                 "
"NEW WORLD MERCHANT BANK LTD                                           "
"BANK OF CHINA                                                         "
"BANK OF CHINA                                                         "
"Crédit Lyonnais                                                       "
"Dynatrade SA                                                          "
"NIGERIAN NATIONAL PETROLEUM CORPORATION                               "
"BYZANCE                                                               "
"American Express Bank Ltd                                             "
"The Federal Bank Ltd                                                  "
"Bank of Montreal                                                      "
"bank of china                                                         "
"BANK OF CHINA                                                         "
"Kocbank A.S.                                                          "
"NORLINGTON ENTERPRISE INC.                                            "
"LIGURE SVIZZERA                                                       "
"CJSC Citibank                                                         "
"Banco do Brasil S.A.                                                  "
"Frigorifico Quatro Marcos Ltda                                        "
"NORTH LIMITED                                                         "
"HSBC Bank Middle East                                                 "
"Jabel Al-Marwah Trading (LLC)                                         "
"ums                                                                   "
"UNION BANCAIRE DU COMMERCE & DE L'INDUSTRIE                           "
"BANCO PORTUGUES DE INVESTIMENT                                        "
"Centurion Bank Ltd                                                    "
"Canara Bank                                                           "
"Syndicate Bank                                                        "
"Suri Overseas Corporation                                             "
"ECOM AGROINDUSTRIAL CORP. LTD                                         "
"Commerzbank AG                                                        "
"Commerzbank AG                                                        "
"Arab Land Bank                                                        "
"Afana Brothers Co.                                                    "
"McTaggart                                                             "
"Atlas Halicilik Isletmesi A.S.                                        "
"PETROLIAM TRADING CORPORATION SDN. BHD                                "
"BANK MELLI IRAN                                                       "
"THE FIRST CHICAGO INT'L                                               "
"PDVSA PETROLEO Y GAS S.A.                                             "
"United Bank Limited                                                   "
"United Bank Limited                                                   "
"Cargill B.V.                                                          "
"I.N.G. BANK                                                           "
"Otterboer B.V.                                                        "
"Frigocap Comercio de Carnes Ltda                                      "
"PENSILA S.A.                                                          "
"WIZARD INVEST. INC.                                                   "
"Banque du Caire                                                       "
"Den Danske Bank                                                       "
"PDVSA PETROLEO Y GAS SA                                               "
"Delmon Shipping & Trading Est.                                        "
"pamukbank a.s.                                                        "
"BANK OF CHINA                                                         "
"bank of china                                                         "
"direct                                                                "
"South Petroleum LTD                                                   "
"ANDHRA BANK                                                           "
"AGRICHEM PRIVATE LTD                                                  "
"JSC Multibanka                                                        "
"JSC Multibanka                                                        "
"UNION BANK OF INDIA                                                   "
"UNION BANK OF INDIA                                                   "
"UNION BANK OF INDIA                                                   "
"BHEDA BROTHERS                                                        "
"FAQIRCHAND VINOD KUMAR & CO                                           "
"STATE BANK OF SAURASHTRA                                              "
"D.L. TANUMAL PVT. LTD.                                                "
"Pt. Theobroma Indah                                                   "
"Pt. Theobroma Indah, Jl.S. Hasanuddin no.6                            "
"Pt. Theobroma Indah                                                   "
"Pt. Theobroma Indah                                                   "
"Banca Monte dei Paschi di Siena                                       "
"Frigomarket Pacifico M SNC                                            "
"Saudi Holland Bank                                                    "
"ARCADIA PETROLEUM LIMITED                                             "
"Crédit Populaire d'Algérie                                            "
"Crédit Populaire d'Algérie                                            "
"Crédit Populaire d'Algérie                                            "
"JSC MULTIBANKA, Riga                                                  "
"Sartid 1913                                                           "
"TURKIYE EMLAK BANKASI A.S.                                            "
"ADDAX BUNKERING SERVICES                                              "
"Saudi British Bank                                                    "
"Al  Zamil Food Industries                                             "
"Yapi Ve Kredi Bankasi                                                 "
"GARANTI BANKASI                                                       "
"GARANTI  BANKASI                                                      "
"GARANTI  BANKASI                                                      "
"Sobomod                                                               "
"KOCH PETROLEUM GROUP, L.P.                                            "
"GULF COMMERCIAL BANK LTD.                                             "
"SOCIETE GENERALE                                                      "
"lontex                                                                "
"ESSO EXPL. AND PRODUCTION UK LTD                                      "
"One of our customers                                                  "
"ALHILAL ELECTRONIC PRINTING CO. LTD.                                  "
"Yapi ve Kredi Bankasi A.S.                                            "
"METROPOL BANK                                                         "
"Chevron Products company                                              "
"YEMEN BANK                                                            "
"YEMEN PAPER PRODUCTS CORP.                                            "
"Monte Tessile SRL                                                     "
"Filippini & Figlio SAS                                                "
"NIDERA                                                                "
"NIDERA                                                                "
"vietnam bank for agriculture - regional bank ii                       "
"vietnam bank for agriculture - head office                            "
"vietnam bank for agriculture - head office                            "
"STATE BANK OF TRAVANCORE                                              "
"Banque Paribas                                                        "
"TEXTIL MODE-PATRICIO FERNANDES VAZ                                    "
"State Bank of India                                                   "
"Banque of China - Jiangxi branch                                      "
"FOOD IMPORT LTD.                                                      "
"EUROVOIRIE                                                            "
"Grapharma                                                             "
"MOGUL TEKSTIL                                                         "
"TURKIYE GARANTI BANKASI                                               "
"MOGUL TEKSTILAN                                                       "
"SONELAC S.A.                                                          "
"STATE BANK OF SAURASTRA                                               "
"Banco Comercial Portugues                                             "
"Lusol SA                                                              "
"McTaggart Shipping                                                    "
"Mc Taggart Shipping                                                   "
"McTaggart Shipping                                                    "
"Tengizchevroil                                                        "
"KOC BANK                                                              "
"PAMUKBANK                                                             "
"TERMOMENAKIK                                                          "
"TERMOMEKANKIK                                                         "
"TERMOMEKANIK                                                          "
"Arab National Bank                                                    "
"BANK LEUMI LE ISRAEL BM                                               "
"HAUNI                                                                 "
"Türkiye Vakiflar Bankasi T.A.O.                                       "
"Toprak Mahsulleri                                                     "
"Turkiye Vakiflar Bankasi T.A.O.                                       "
"A.D.A.                                                                "
"Manifattura Sesia                                                     "
"Sapa SDF                                                              "
"Metallurgical Commercial Bank                                         "
"JSC SeverStal                                                         "
"Life Intimo SRL                                                       "
"Maryfloo confezioni                                                   "
"Calvi Vincenzo KV                                                     "
"BANCA POPOLARE DI ANCONA                                              "
"Western Petroleum Limited                                             "
"ALLIED BANK OF PAKISTAN LTD.                                          "
"BANK SEPAH IRAN  DR.SHARIATI BR.                                      "
"BANCO TOTTA & ACORES                                                  "
"OJSC Ispat Karmet                                                     "
"Southeast Bank Limited                                                "
"Exxon Trading Company Int'l                                           "
"DEN NORSKE STATS OLJESELSKAP A/S                                      "
"Richane Messaoud                                                      "
"G.B.SAS                                                               "
"New Hamilton                                                          "
"François Hans                                                         "
"Nemesis SPA                                                           "
"Mulliez Freres                                                        "
"DMC Tissus Div. DMC Maison                                            "
"UNITED MIZRAHI BANK LTD                                               "
"alexandria commercial and maritime bank s.a.e.                        "
"TRW Automotive Espana SA                                              "
"PODINI SRL                                                            "
"PODINI SRL                                                            "
"THE SIAM COMMERCIAL BANK PUBLIC COMPANY LTD.                          "
"Equiva trading company                                                "
"Arcadia Petroleum Limited                                             "
"ETS Charles Guyon                                                     "
"STATE UNITARY ENTERPRISE                                              "
"Taurus Petroleum Limited                                              "
"Taurus Petroleum LTD                                                  "
"Taiwan Cooperative Bank                                               "
"Stabftghbru                                                           "
"Standard Corporate and Merchant Bank                                  "
"Taurus Petroleum Limited                                              "
"Western  Petroleum NV                                                 "
"Western Petroleum NV                                                  "
"Western Petroleum Limited                                             "
"BANK LEUMI LE ISRAEL                                                  "
"BANK LEUMI LE ISRAEL                                                  "
"BANCO BRADESCO S.A.                                                   "
"UNITED MIZRAHI BANK                                                   "
"THE FIRST INTERNATIONAL BANK                                          "
"Bank Hapoalim BM                                                      "
"UBAF                                                                  "
"CITIBANK                                                              "
"Esso Nederland B.V.                                                   "
"Sugarice Limited                                                      "
"Sugarice Limited                                                      "
"CARGILL INCORPORATED                                                  "
"CARGILL INCORPORATED                                                  "
"Exxon Company USA (EUSA)                                              "
"Siderurgica del Orinoco                                               "
"Sonia Rykiel                                                          "
"Madima cotto SPA                                                      "
"SOCIETE S.O.M.A.C.O.R.                                                "
"Banque Extérieure d'Algérie                                           "
"HONGKONG SHANGHAI BANKING CORP                                        "
"Quatar Islamic Bank Saq                                               "
"CREDIT SUISSE FIRST BOSTON                                            "
"Banque Cantonale de Genève                                            "
"Bayerische Hypo- und Vereinsbank AG                                   "
"Bank of Bahrain and Kuwait Manama                                     "
"UBS AG                                                                "
"UBS AG                                                                "
"Chase Manhattan Bank                                                  "
"Libyan Arab Foreign Bank                                              "
"Banque Paribas                                                        "
"Hongkong and Shanghai Banking Corp.Ltd.                               "
"Interbank                                                             "
"American Express Bank Ltd                                             "
"Citic Industrial Bank                                                 "
"Lombard Odier & Cie                                                   "
"UEB United European Bank                                              "
"Guépard S.A.                                                          "
"Nynex Metals AB                                                       "
"Agratrade SA                                                          "
"Alimenta SA                                                           "
"Altrom AG                                                             "
"Satico Ltd                                                            "
"Bismarji, Jean Raouf                                                  "
"Alimer SA                                                             "
"Barisse Intertrade SA                                                 "
"Addax BV, Rotterdam Succursale de Genève                              "
"Beckman Coulter International SA                                      "
"Bluefin SA                                                            "
"Cofiroasters SA                                                       "
"Corigrain Trading SA                                                  "
"Cypap Pulp & Paper Ltd                                                "
"Cargill International SA Antigua Geneva Branch                        "
"Metalco Limited & Co                                                  "
"Comatrans SA                                                          "
"Caterpillar Overseas SA                                               "
"Corigrain and Co                                                      "
"Conagra International SA                                              "
"British American Tobacco Switzerland SA                               "
"Charmilles Technologies SA                                            "
"Mauprochim SA                                                         "
"Sidermetal SAM S.T.S. Logistics                                       "
"Dominion International Services Inc (Liberia)                         "
"Victoria Immobilière Corporation                                      "
"Bindcote Trading Limited                                              "
"Tradinter Limited                                                     "
"Northstar Equity Limited                                              "
"Vitol SA                                                              "
"Investal SA                                                           "
"IB Connections SA                                                     "
"Tradigrain SA                                                         "
"Labatec Pharma SA                                                     "
"Roz Trading Ltd                                                       "
"Intermar Trade Services Ltd                                           "
"Elme International BV                                                 "
"Eli Lilly Export SA                                                   "
"Interpaper Ltd                                                        "
"Elf Trading SA                                                        "
"Witco (Europe) SA                                                     "
"Aga Khan Foundation                                                   "
"Tradall SA                                                            "
"Cottier Frères (Cotfer) Patricia Cottier Pellegrin succ.              "
"Premat S.A.                                                           "
"Korimpeks Commercial SA                                               "
"Milk Products International                                           "
"Buster Trading Co, Ltd                                                "
"Textiles Investment Limited                                           "
"Arcopharma SA                                                         "
"Serono Pharma International SA                                        "
"Du Pont de Nemours Int SA                                             "
"Made in Sun Corporation SA                                            "
"Dominion Grain SA                                                     "
"Dellroy Limited                                                       "
"Duferco Trading Companies Holding Ltd                                 "
"Ronly Holdings Limited                                                "
"Decom SA                                                              "
"LeCroy Corp                                                           "
"Interboron Limited                                                    "
"Acquatica Limited                                                     "
"Indagro Contractors Ltd                                               "
"Amsonia SA                                                            "
"Taurus Petroleum Limited                                              "
"Glibro Holding SA                                                     "
"Elbaron SA                                                            "
"Monthira Trading                                                      "
"Addax Ltd                                                             "
"Arkitemar SA                                                          "
"Caran d'Ache SA                                                       "
"FCF SA                                                                "
"Geti Trade SA                                                         "
"Fatakia, Aspy Nariman                                                 "
"Fabulon Investments Ltd                                               "
"Bearco SA                                                             "
"Stelser SA                                                            "
"Finagrain Compagnie Commerciale Agricole et Financière                "
"Firmenich SA                                                          "
"Madame Iran Ala Firouz et-ou Monsieur Eskandar Firouz                 "
"Etablissement Corsell, Succursale de Genève                           "
"PT Tirtamas Comexindo, Jakarta Succursale de Genève                   "
"Actini Middle East Corporation                                        "
"Cogecot Cotton Company SA                                             "
"Naturex Ltd.                                                          "
"Imara SA                                                              "
"Investal SA                                                           "
"Bell Handling Systems (C.I.) Ltd                                      "
"Golden Star Trading Establishment                                     "
"Gilecor Co Ltd                                                        "
"Unimag Trading SA                                                     "
"T.S.I. Trading Services Intl. Ltd                                     "
"Sytco AG                                                              "
"SIP, Sté Genevoise d'instr. de Physique                               "
"Ascon Trading Gmbh                                                    "
"Danatec Overseas SA                                                   "
"Gill & Duffus SA                                                      "
"Gimpex SA                                                             "
"Givaudan-Roure SA Assurances Sociales                                 "
"Sagepharm SA                                                          "
"Givaudan Roure Société Anonyme Département Finances Vernier           "
"Duferco SA                                                            "
"Pétrola Hellas SA                                                     "
"Pistalan Holding Inc                                                  "
"Spol Management SA                                                    "
"White Tower Commodities Ltd                                           "
"Geogas Trading SA                                                     "
"Geogas Shipping SA                                                    "
"Serono Pharma International SA                                        "
"Sylvania Lighting SA                                                  "
"Pulses Etc. SA                                                        "
"Welman Trading and Financing (UK) Co Ltd                              "
"South Petroleum Ltd                                                   "
"TSI Associates SA                                                     "
"Rustal Trading Limited, Dublin Succursale de Genève                   "
"Aiglon Dublin Ltd                                                     "
"Hewlett-Packard Europe BV Amsterdam, Meyrin Branch                    "
"Hiras, Nicolas                                                        "
"Stenat Company Ltd                                                    "
"Industrial Holdings SA (Belize)                                       "
"Raymar SA                                                             "
"Alperton Limited                                                      "
"Kistler Aerospace Corporation                                         "
"Marc Rich Agriculture (Argentina)SA                                   "
"Grant Shipping Inc                                                    "
"Alfa & Omega Corp                                                     "
"Ginaltrade Limited, Dublin Succursale de Genève                       "
"Balik Räucherei im Toggenburg AG                                      "
"Noble Coal Limited                                                    "
"Ofda Industrials Ag                                                   "
"Chempex Limited                                                       "
"Alanau Petroleum International                                        "
"Sintez SA                                                             "
"Kofisa Trading Company SA                                             "
"S & V INTERCARGO LIMITED                                              "
"Solyrus (Smart Technology Group) Limited                              "
"Spol Oil Trading Ltd                                                  "
"Ferrotrade Ltd                                                        "
"Linjawi, Hussein                                                      "
"Geolink Trading Ltd                                                   "
"Frana SA                                                              "
"Acquatica & Co                                                        "
"Glibro Trading Limited                                                "
"Strongfield Marketing Ltd                                             "
"DCL Finance SA                                                        "
"Dreymoor Overseas Ltd                                                 "
"Cambridge Funding S.A.                                                "
"Contango Metals and Minerals Ltd                                      "
"Barisse SA                                                            "
"Pangée Sàrl                                                           "
"Serley Management Ltd.                                                "
"Western Petroleum N.V.                                                "
"Medmar Inc                                                            "
"Mainmarket Limited                                                    "
"Vimatex Multi SA                                                      "
"Digimed SA                                                            "
"Marone-Cinzano, Francesco                                             "
"Lemano Trading Company SA                                             "
"Walter Matter SA                                                      "
"Indutech S.P.A.                                                       "
"Burocomp Leasing SA                                                   "
"Kustner industries SA                                                 "
"Mag Supply & Services SA                                              "
"Metrolab Instruments SA                                               "
"Gercotex SA                                                           "
"Milk Products International SA                                        "
"Bond Street Tobacco Company Ltd                                       "
"Actini Middle East Corporation                                        "
"Montres Rolex SA                                                      "
"Fintrex SA                                                            "
"VALIANT INTERTRADE CORP.                                              "
"Anthime Mouley SA                                                     "
"C.J. Petrow Servicing Company Ltd                                     "
"Tubimar Ancona SpA                                                    "
"Arcadium SA                                                           "
"Independent Petroleum Group (Sak)                                     "
"DMS Industrial SA                                                     "
"Lampao Holding Ltd                                                    "
"New Continent Trading and Shipping Co SA                              "
"de Moura Peixoto, Antonio Manuel                                      "
"Oceantrade SA                                                         "
"Oleotrading SA                                                        "
"Oil Processing and Trading Corp                                       "
"Alvan Trading Limited                                                 "
"Behles Petroleum SA                                                   "
"Paka SA                                                               "
"Albaraka Kazakhstan International                                     "
"Lebgok AG                                                             "
"Constante SA                                                          "
"Euro-Gulf Petroleum Limited                                           "
"PEG SA                                                                "
"Elna International Corp. SA                                           "
"Novarco Agriculture SA                                                "
"Litraco Trading and Industry Ltd                                      "
"Mundogas SA                                                           "
"Vitalmed Ltd                                                          "
"Silco SA                                                              "
"Geogas Pacific Ltd                                                    "
"layson trading inc.                                                   "
"Portias SA                                                            "
"BAT (International) Sàrl                                              "
"Tradall Services Sàrl                                                 "
"P. & S. Products and Services                                         "
"Sinochem International Oil (London) Co Ltd                            "
"Rabbath and Company Sàrl                                              "
"Stenat Company Ltd                                                    "
"Taurus Petroleum Ltd                                                  "
"Ferrotrade Ltd                                                        "
"Borealis Trading Inc                                                  "
"Richmond Mercantile Ltd                                               "
"Kolsby Limited                                                        "
"Caviar House Management SA                                            "
"Luxcard Limited                                                       "
"Marc Rich Agriculture Trading SA                                      "
"Bearco international Limited                                          "
"Richmond Trading & Investment Co Ltd                                  "
"Enderley Trade and Investment SA                                      "
"Cogetex SA                                                            "
"Saxifra Trading, Marketing Servicos e Consultores Lda                 "
"Serval Overseas SA                                                    "
"Said Holdings Limited                                                 "
"Sacofrina SA                                                          "
"Sécheron SA                                                           "
"Tucker Trade & Finance Corporation                                    "
"Sanamex SA                                                            "
"Sifida, Sté Int. Fin. Inv. & Dev. en Afrique                          "
"Western Petroleum Limited                                             "
"Welman Trading and Financing Co Ltd                                   "
"Capital Intercorp Limited                                             "
"Marc Rich Agriculture Trading SA                                      "
"Benedom SA                                                            "
"Industrial Holdings (BH) SA                                           "
"Universal Refining NV                                                 "
"Euroquest Commerce Limited                                            "
"Société Anonyme H.A.Schmid                                            "
"Worldspace Intern. Network Inc                                        "
"Duferco Investment Services SA                                        "
"Western Petroleum Trading Ltd                                         "
"Dupont Dow Elastomers SA                                              "
"Bekington S.A.                                                        "
"Bindcote Trading Limited                                              "
"Scout Resources International (Score Int)                             "
"BESTRADE OVERSEAS LIMITED                                             "
"Addax Trading & Management NV                                         "
"Tradeco International S.A                                             "
"Seatra SA                                                             "
"Givaudan Roure Forschung AG                                           "
"Ladbury trading corp                                                  "
"Tradeconsult SA                                                       "
"La Maison du Café Trottet SA                                          "
"Praxair Surface Technologies (Europe) SA                              "
"Union Carbide SA                                                      "
"Union Carbide (Europe) SA                                             "
"Apatit Fertilizers SA                                                 "
"Vimatex Inter SA                                                      "
"Marc Rich Agriculture AG                                              "
"Rosenberg AG                                                          "
"Vedia SA                                                              "
"Blue Ink Trust SA                                                     "
"C. Horn et Cie                                                        "
"Progico SA                                                            "
"Zyrya Oil Finance Ltd                                                 "
"R.J. Reynolds International BV (Hilversum) Geneva Branch              "
"Satico Ltd                                                            "
"Medena AG                                                             "
"Union Internationale des Télécommunications                           "
"Beldex Ltd                                                            "
"Digital Audio Trading SA                                              "
"6816444, No                                                           "
"CTU CONARES METAL SUPPLY LIMITED                                      "
"Gebert & Cie SA Boyauderie de Genève                                  "
"Sanofi SA                                                             "
"Bonaligna Handels AG                                                  "
"Bushby Inc                                                            "
"Independent Petroleum Group Ltd                                       "
"Maple Properties Limited                                              "
"Tradifi SA                                                            "
"M. Ratnam Le Darshana                                                 "
"Trident Shipping Services Limited                                     "
"Dichtstoff Ruti Inc                                                   "
"Updated Italian Technology S.A.S.                                     "
"B & C Europe Sàrl                                                     "
"Flow Waste Argentina SA                                               "
"Medical Engineering Company (MEC) Limited                             "
"Napa Petroleum Trade Inc                                              "
"Marne International Ltd                                               "
"Arkitemar SA                                                          "
